,phrase,lexicon,"polatity, total",polatity positive,"polatity positive, %",polatity negative,"polatity negative, %"
207,"Москва выделит почти 700 млн на заготовку плазмы для пациентов с COVID-19
",ProductSentiRus,142,0,0.0,142,100.0
208,"Москва выделит почти 700 млн на заготовку плазмы для пациентов с COVID-19
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
209,"Москва выделит почти 700 млн на заготовку плазмы для пациентов с COVID-19
",SentiRusColl,142,0,0.0,142,100.0
210,"Песков заявил о росте заболеваемости COVID-19 в российских регионах
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
211,"Песков заявил о росте заболеваемости COVID-19 в российских регионах
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
212,"Песков заявил о росте заболеваемости COVID-19 в российских регионах
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
213,"Песков заявил о росте заболеваемости COVID-19 в российских регионах
",ProductSentiRus,142,0,0.0,142,100.0
214,"Песков заявил о росте заболеваемости COVID-19 в российских регионах
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
215,"Песков заявил о росте заболеваемости COVID-19 в российских регионах
",SentiRusColl,142,0,0.0,142,100.0
216,"Мурашко напомнил о высоком риске смерти в течение полугода после COVID-19
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
217,"Мурашко напомнил о высоком риске смерти в течение полугода после COVID-19
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
218,"Мурашко напомнил о высоком риске смерти в течение полугода после COVID-19
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
219,"Мурашко напомнил о высоком риске смерти в течение полугода после COVID-19
",ProductSentiRus,142,0,0.0,142,100.0
220,"Мурашко напомнил о высоком риске смерти в течение полугода после COVID-19
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
221,"Мурашко напомнил о высоком риске смерти в течение полугода после COVID-19
",SentiRusColl,142,0,0.0,142,100.0
222,"В России за сутки от COVID умерло рекордное число больных
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
223,"В России за сутки от COVID умерло рекордное число больных
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
224,"В России за сутки от COVID умерло рекордное число больных
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
225,"В России за сутки от COVID умерло рекордное число больных
",ProductSentiRus,142,0,0.0,142,100.0
226,"В России за сутки от COVID умерло рекордное число больных
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
227,"В России за сутки от COVID умерло рекордное число больных
",SentiRusColl,142,0,0.0,142,100.0
228,"За одни сутки в России от COVID-19 умерли 852 человека, что стало абсолютным максимумом с начала пандемии. Кроме того, в нескольких регионах установлен новый рекорд по числу выявленных заражений""
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
229,"За одни сутки в России от COVID-19 умерли 852 человека, что стало абсолютным максимумом с начала пандемии. Кроме того, в нескольких регионах установлен новый рекорд по числу выявленных заражений""
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
230,"За одни сутки в России от COVID-19 умерли 852 человека, что стало абсолютным максимумом с начала пандемии. Кроме того, в нескольких регионах установлен новый рекорд по числу выявленных заражений""
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
231,"За одни сутки в России от COVID-19 умерли 852 человека, что стало абсолютным максимумом с начала пандемии. Кроме того, в нескольких регионах установлен новый рекорд по числу выявленных заражений""
",ProductSentiRus,142,0,0.0,142,100.0
232,"За одни сутки в России от COVID-19 умерли 852 человека, что стало абсолютным максимумом с начала пандемии. Кроме того, в нескольких регионах установлен новый рекорд по числу выявленных заражений""
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
233,"За одни сутки в России от COVID-19 умерли 852 человека, что стало абсолютным максимумом с начала пандемии. Кроме того, в нескольких регионах установлен новый рекорд по числу выявленных заражений""
",SentiRusColl,142,0,0.0,142,100.0
234,"Роспотребнадзор назвал число привившихся от гриппа россиян
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
235,"Роспотребнадзор назвал число привившихся от гриппа россиян
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
236,"Роспотребнадзор назвал число привившихся от гриппа россиян
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
237,"Роспотребнадзор назвал число привившихся от гриппа россиян
",ProductSentiRus,142,0,0.0,142,100.0
238,"Роспотребнадзор назвал число привившихся от гриппа россиян
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
239,"Роспотребнадзор назвал число привившихся от гриппа россиян
",SentiRusColl,142,0,0.0,142,100.0
240,"Эпидемиолог Роспотребнадзора назвала участившийся симптом COVID-19
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
241,"Эпидемиолог Роспотребнадзора назвала участившийся симптом COVID-19
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
242,"Эпидемиолог Роспотребнадзора назвала участившийся симптом COVID-19
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
243,"Эпидемиолог Роспотребнадзора назвала участившийся симптом COVID-19
",ProductSentiRus,142,0,0.0,142,100.0
244,"Эпидемиолог Роспотребнадзора назвала участившийся симптом COVID-19
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
245,"Эпидемиолог Роспотребнадзора назвала участившийся симптом COVID-19
",SentiRusColl,142,0,0.0,142,100.0
246,"Инфекционист спрогнозировал сроки окончания пандемии COVID-19
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
247,"Инфекционист спрогнозировал сроки окончания пандемии COVID-19
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
248,"Инфекционист спрогнозировал сроки окончания пандемии COVID-19
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
249,"Инфекционист спрогнозировал сроки окончания пандемии COVID-19
",ProductSentiRus,142,0,0.0,142,100.0
250,"Инфекционист спрогнозировал сроки окончания пандемии COVID-19
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
251,"Инфекционист спрогнозировал сроки окончания пандемии COVID-19
",SentiRusColl,142,0,0.0,142,100.0
252,"В Минздраве рассказали о влиянии COVID-19 на ЭКО
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
253,"В Минздраве рассказали о влиянии COVID-19 на ЭКО
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
254,"В Минздраве рассказали о влиянии COVID-19 на ЭКО
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
255,"В Минздраве рассказали о влиянии COVID-19 на ЭКО
",ProductSentiRus,142,0,0.0,142,100.0
256,"В Минздраве рассказали о влиянии COVID-19 на ЭКО
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
257,"В Минздраве рассказали о влиянии COVID-19 на ЭКО
",SentiRusColl,142,0,0.0,142,100.0
258,"В Таиланде сократили карантин туристам и открыли Бангкок и 9 провинций
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
259,"В Таиланде сократили карантин туристам и открыли Бангкок и 9 провинций
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
260,"В Таиланде сократили карантин туристам и открыли Бангкок и 9 провинций
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
261,"В Таиланде сократили карантин туристам и открыли Бангкок и 9 провинций
",ProductSentiRus,142,0,0.0,142,100.0
262,"В Таиланде сократили карантин туристам и открыли Бангкок и 9 провинций
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
263,"В Таиланде сократили карантин туристам и открыли Бангкок и 9 провинций
",SentiRusColl,142,0,0.0,142,100.0
264,"Бангкок и ряд туристических зон, расположенных в девяти провинциях Таиланда, в течение ноября откроются для полностью вакцинированных иностранных туристов без необходимости проходить 14-дневный карантин""
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
265,"Бангкок и ряд туристических зон, расположенных в девяти провинциях Таиланда, в течение ноября откроются для полностью вакцинированных иностранных туристов без необходимости проходить 14-дневный карантин""
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
266,"Бангкок и ряд туристических зон, расположенных в девяти провинциях Таиланда, в течение ноября откроются для полностью вакцинированных иностранных туристов без необходимости проходить 14-дневный карантин""
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
267,"Бангкок и ряд туристических зон, расположенных в девяти провинциях Таиланда, в течение ноября откроются для полностью вакцинированных иностранных туристов без необходимости проходить 14-дневный карантин""
",ProductSentiRus,142,0,0.0,142,100.0
268,"Бангкок и ряд туристических зон, расположенных в девяти провинциях Таиланда, в течение ноября откроются для полностью вакцинированных иностранных туристов без необходимости проходить 14-дневный карантин""
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
269,"Бангкок и ряд туристических зон, расположенных в девяти провинциях Таиланда, в течение ноября откроются для полностью вакцинированных иностранных туристов без необходимости проходить 14-дневный карантин""
",SentiRusColl,142,0,0.0,142,100.0
270,"Официальный представитель Госдепа США заразился COVID-19
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
271,"Официальный представитель Госдепа США заразился COVID-19
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
272,"Официальный представитель Госдепа США заразился COVID-19
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
273,"Официальный представитель Госдепа США заразился COVID-19
",ProductSentiRus,142,0,0.0,142,100.0
274,"Официальный представитель Госдепа США заразился COVID-19
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
275,"Официальный представитель Госдепа США заразился COVID-19
",SentiRusColl,142,0,0.0,142,100.0
276,"Власти Самарской области введут QR-коды для посещения фитнес-центров
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
277,"Власти Самарской области введут QR-коды для посещения фитнес-центров
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
278,"Власти Самарской области введут QR-коды для посещения фитнес-центров
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
279,"Власти Самарской области введут QR-коды для посещения фитнес-центров
",ProductSentiRus,142,0,0.0,142,100.0
280,"Власти Самарской области введут QR-коды для посещения фитнес-центров
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
281,"Власти Самарской области введут QR-коды для посещения фитнес-центров
",SentiRusColl,142,0,0.0,142,100.0
282,"«Фьюри — лучший боксер на планете». Прогнозы на последний бой легенды WBC
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
283,"«Фьюри — лучший боксер на планете». Прогнозы на последний бой легенды WBC
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
284,"«Фьюри — лучший боксер на планете». Прогнозы на последний бой легенды WBC
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
285,"«Фьюри — лучший боксер на планете». Прогнозы на последний бой легенды WBC
",ProductSentiRus,142,0,0.0,142,100.0
286,"«Фьюри — лучший боксер на планете». Прогнозы на последний бой легенды WBC
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
287,"«Фьюри — лучший боксер на планете». Прогнозы на последний бой легенды WBC
",SentiRusColl,142,0,0.0,142,100.0
288,"... » в Лондоне. Для Фьюри этот поединок станет последним в карьере. «РБК Спорт» собрал прогнозы на прощальный бой легендарного боксера Костя Цзю ...
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
289,"... » в Лондоне. Для Фьюри этот поединок станет последним в карьере. «РБК Спорт» собрал прогнозы на прощальный бой легендарного боксера Костя Цзю ...
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
290,"... » в Лондоне. Для Фьюри этот поединок станет последним в карьере. «РБК Спорт» собрал прогнозы на прощальный бой легендарного боксера Костя Цзю ...
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
291,"... » в Лондоне. Для Фьюри этот поединок станет последним в карьере. «РБК Спорт» собрал прогнозы на прощальный бой легендарного боксера Костя Цзю ...
",ProductSentiRus,142,0,0.0,142,100.0
292,"... » в Лондоне. Для Фьюри этот поединок станет последним в карьере. «РБК Спорт» собрал прогнозы на прощальный бой легендарного боксера Костя Цзю ...
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
293,"... » в Лондоне. Для Фьюри этот поединок станет последним в карьере. «РБК Спорт» собрал прогнозы на прощальный бой легендарного боксера Костя Цзю ...
",SentiRusColl,142,0,0.0,142,100.0
294,"Зеленский сообщил о визите Блинкена и Остина в Киев
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
295,"Зеленский сообщил о визите Блинкена и Остина в Киев
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
296,"Зеленский сообщил о визите Блинкена и Остина в Киев
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
297,"Зеленский сообщил о визите Блинкена и Остина в Киев
",ProductSentiRus,142,0,0.0,142,100.0
298,"Зеленский сообщил о визите Блинкена и Остина в Киев
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
299,"Зеленский сообщил о визите Блинкена и Остина в Киев
",SentiRusColl,142,0,0.0,142,100.0
300,"... министром обороны, и с госсекретарем США господином Блинкеном», — сказал Зеленский. [ РБК ] Генсек ООН встретится с Зеленским в Киеве 28 апреля При ...""
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
301,"... министром обороны, и с госсекретарем США господином Блинкеном», — сказал Зеленский. [ РБК ] Генсек ООН встретится с Зеленским в Киеве 28 апреля При ...""
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
302,"... министром обороны, и с госсекретарем США господином Блинкеном», — сказал Зеленский. [ РБК ] Генсек ООН встретится с Зеленским в Киеве 28 апреля При ...""
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
303,"... министром обороны, и с госсекретарем США господином Блинкеном», — сказал Зеленский. [ РБК ] Генсек ООН встретится с Зеленским в Киеве 28 апреля При ...""
",ProductSentiRus,142,0,0.0,142,100.0
304,"... министром обороны, и с госсекретарем США господином Блинкеном», — сказал Зеленский. [ РБК ] Генсек ООН встретится с Зеленским в Киеве 28 апреля При ...""
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
305,"... министром обороны, и с госсекретарем США господином Блинкеном», — сказал Зеленский. [ РБК ] Генсек ООН встретится с Зеленским в Киеве 28 апреля При ...""
",SentiRusColl,142,0,0.0,142,100.0
306,"Минобороны заявило о планах ВСУ повторить в Лисичанске провокацию в Буче
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
307,"Минобороны заявило о планах ВСУ повторить в Лисичанске провокацию в Буче
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
308,"Минобороны заявило о планах ВСУ повторить в Лисичанске провокацию в Буче
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
309,"Минобороны заявило о планах ВСУ повторить в Лисичанске провокацию в Буче
",ProductSentiRus,142,0,0.0,142,100.0
310,"Минобороны заявило о планах ВСУ повторить в Лисичанске провокацию в Буче
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
311,"Минобороны заявило о планах ВСУ повторить в Лисичанске провокацию в Буче
",SentiRusColl,142,0,0.0,142,100.0
312,"... нанесении ударов по объектам гражданской инфраструктуры, добавили в Минобороны России. [ РБК ] Путин сравнил Бучу с «фейками о применении химоружия» в Сирии ... , пока они контролировали город, «ни один местный житель не пострадал». [ РБК ] Захарова заявила о подготовке силами НАТО провокаций на Украине Глава ...""
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
313,"... нанесении ударов по объектам гражданской инфраструктуры, добавили в Минобороны России. [ РБК ] Путин сравнил Бучу с «фейками о применении химоружия» в Сирии ... , пока они контролировали город, «ни один местный житель не пострадал». [ РБК ] Захарова заявила о подготовке силами НАТО провокаций на Украине Глава ...""
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
314,"... нанесении ударов по объектам гражданской инфраструктуры, добавили в Минобороны России. [ РБК ] Путин сравнил Бучу с «фейками о применении химоружия» в Сирии ... , пока они контролировали город, «ни один местный житель не пострадал». [ РБК ] Захарова заявила о подготовке силами НАТО провокаций на Украине Глава ...""
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
315,"... нанесении ударов по объектам гражданской инфраструктуры, добавили в Минобороны России. [ РБК ] Путин сравнил Бучу с «фейками о применении химоружия» в Сирии ... , пока они контролировали город, «ни один местный житель не пострадал». [ РБК ] Захарова заявила о подготовке силами НАТО провокаций на Украине Глава ...""
",ProductSentiRus,142,0,0.0,142,100.0
316,"... нанесении ударов по объектам гражданской инфраструктуры, добавили в Минобороны России. [ РБК ] Путин сравнил Бучу с «фейками о применении химоружия» в Сирии ... , пока они контролировали город, «ни один местный житель не пострадал». [ РБК ] Захарова заявила о подготовке силами НАТО провокаций на Украине Глава ...""
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
317,"... нанесении ударов по объектам гражданской инфраструктуры, добавили в Минобороны России. [ РБК ] Путин сравнил Бучу с «фейками о применении химоружия» в Сирии ... , пока они контролировали город, «ни один местный житель не пострадал». [ РБК ] Захарова заявила о подготовке силами НАТО провокаций на Украине Глава ...""
",SentiRusColl,142,0,0.0,142,100.0
318,"Власти Самарской области определили места, куда будут пускать по QR-коду""
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
319,"Власти Самарской области определили места, куда будут пускать по QR-коду""
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
320,"Власти Самарской области определили места, куда будут пускать по QR-коду""
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
321,"Власти Самарской области определили места, куда будут пускать по QR-коду""
",ProductSentiRus,142,0,0.0,142,100.0
322,"Власти Самарской области определили места, куда будут пускать по QR-коду""
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
323,"Власти Самарской области определили места, куда будут пускать по QR-коду""
",SentiRusColl,142,0,0.0,142,100.0
324,"В ТЦ «Авиапарк» ответили на угрозу закрытия на 90 суток
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
325,"В ТЦ «Авиапарк» ответили на угрозу закрытия на 90 суток
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
326,"В ТЦ «Авиапарк» ответили на угрозу закрытия на 90 суток
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
327,"В ТЦ «Авиапарк» ответили на угрозу закрытия на 90 суток
",ProductSentiRus,142,0,0.0,142,100.0
328,"В ТЦ «Авиапарк» ответили на угрозу закрытия на 90 суток
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
329,"В ТЦ «Авиапарк» ответили на угрозу закрытия на 90 суток
",SentiRusColl,142,0,0.0,142,100.0
330,"Попова заявила о росте заболеваемости COVID-19 в 56 регионах России
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
331,"Попова заявила о росте заболеваемости COVID-19 в 56 регионах России
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
332,"Попова заявила о росте заболеваемости COVID-19 в 56 регионах России
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
333,"Попова заявила о росте заболеваемости COVID-19 в 56 регионах России
",ProductSentiRus,142,0,0.0,142,100.0
334,"Попова заявила о росте заболеваемости COVID-19 в 56 регионах России
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
335,"Попова заявила о росте заболеваемости COVID-19 в 56 регионах России
",SentiRusColl,142,0,0.0,142,100.0
336,"Песков заявил о нарастающей волне заболеваемости коронавирусом
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
337,"Песков заявил о нарастающей волне заболеваемости коронавирусом
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
338,"Песков заявил о нарастающей волне заболеваемости коронавирусом
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
339,"Песков заявил о нарастающей волне заболеваемости коронавирусом
",ProductSentiRus,142,0,0.0,142,100.0
340,"Песков заявил о нарастающей волне заболеваемости коронавирусом
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
341,"Песков заявил о нарастающей волне заболеваемости коронавирусом
",SentiRusColl,142,0,0.0,142,100.0
342,"ТЦ «Авиапарк» в Москве пригрозили закрыть за нарушения масочного режима
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
343,"ТЦ «Авиапарк» в Москве пригрозили закрыть за нарушения масочного режима
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
344,"ТЦ «Авиапарк» в Москве пригрозили закрыть за нарушения масочного режима
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
345,"ТЦ «Авиапарк» в Москве пригрозили закрыть за нарушения масочного режима
",ProductSentiRus,142,0,0.0,142,100.0
346,"ТЦ «Авиапарк» в Москве пригрозили закрыть за нарушения масочного режима
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
347,"ТЦ «Авиапарк» в Москве пригрозили закрыть за нарушения масочного режима
",SentiRusColl,142,0,0.0,142,100.0
348,"Число полностью привитых россиян превысило 40 млн
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
349,"Число полностью привитых россиян превысило 40 млн
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
350,"Число полностью привитых россиян превысило 40 млн
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
351,"Число полностью привитых россиян превысило 40 млн
",ProductSentiRus,142,0,0.0,142,100.0
352,"Число полностью привитых россиян превысило 40 млн
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
353,"Число полностью привитых россиян превысило 40 млн
",SentiRusColl,142,0,0.0,142,100.0
354,"Кремль рассказал, что жизнь привитых от COVID будет «более удобной»""
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
355,"Кремль рассказал, что жизнь привитых от COVID будет «более удобной»""
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
356,"Кремль рассказал, что жизнь привитых от COVID будет «более удобной»""
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
357,"Кремль рассказал, что жизнь привитых от COVID будет «более удобной»""
",ProductSentiRus,142,0,0.0,142,100.0
358,"Кремль рассказал, что жизнь привитых от COVID будет «более удобной»""
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
359,"Кремль рассказал, что жизнь привитых от COVID будет «более удобной»""
",SentiRusColl,142,0,0.0,142,100.0
360,"Песков сообщил о состоянии адъютанта с COVID, работавшего с Путиным""
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
361,"Песков сообщил о состоянии адъютанта с COVID, работавшего с Путиным""
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
362,"Песков сообщил о состоянии адъютанта с COVID, работавшего с Путиным""
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
363,"Песков сообщил о состоянии адъютанта с COVID, работавшего с Путиным""
",ProductSentiRus,142,0,0.0,142,100.0
364,"Песков сообщил о состоянии адъютанта с COVID, работавшего с Путиным""
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
365,"Песков сообщил о состоянии адъютанта с COVID, работавшего с Путиным""
",SentiRusColl,142,0,0.0,142,100.0
366,"В Петербурге выявили рекордное с 31 января число новых случаев COVID-19
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
367,"В Петербурге выявили рекордное с 31 января число новых случаев COVID-19
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
368,"В Петербурге выявили рекордное с 31 января число новых случаев COVID-19
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
369,"В Петербурге выявили рекордное с 31 января число новых случаев COVID-19
",ProductSentiRus,142,0,0.0,142,100.0
370,"В Петербурге выявили рекордное с 31 января число новых случаев COVID-19
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
371,"В Петербурге выявили рекордное с 31 января число новых случаев COVID-19
",SentiRusColl,142,0,0.0,142,100.0
372,"В России выявили максимум случаев заражения COVID-19 с конца июля
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
373,"В России выявили максимум случаев заражения COVID-19 с конца июля
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
374,"В России выявили максимум случаев заражения COVID-19 с конца июля
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
375,"В России выявили максимум случаев заражения COVID-19 с конца июля
",ProductSentiRus,142,0,0.0,142,100.0
376,"В России выявили максимум случаев заражения COVID-19 с конца июля
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
377,"В России выявили максимум случаев заражения COVID-19 с конца июля
",SentiRusColl,142,0,0.0,142,100.0
378,"Смертность от COVID в России обновила рекорд третий день подряд
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
379,"Смертность от COVID в России обновила рекорд третий день подряд
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
380,"Смертность от COVID в России обновила рекорд третий день подряд
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
381,"Смертность от COVID в России обновила рекорд третий день подряд
",ProductSentiRus,142,0,0.0,142,100.0
382,"Смертность от COVID в России обновила рекорд третий день подряд
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
383,"Смертность от COVID в России обновила рекорд третий день подряд
",SentiRusColl,142,0,0.0,142,100.0
384,"В Москве всем пациентам с ОРВИ будут делать экспресс-тесты на COVID
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
385,"В Москве всем пациентам с ОРВИ будут делать экспресс-тесты на COVID
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
386,"В Москве всем пациентам с ОРВИ будут делать экспресс-тесты на COVID
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
387,"В Москве всем пациентам с ОРВИ будут делать экспресс-тесты на COVID
",ProductSentiRus,142,0,0.0,142,100.0
388,"В Москве всем пациентам с ОРВИ будут делать экспресс-тесты на COVID
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
389,"В Москве всем пациентам с ОРВИ будут делать экспресс-тесты на COVID
",SentiRusColl,142,0,0.0,142,100.0
390,"Врачи назвали сроки и последствия постковидного синдрома
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
391,"Врачи назвали сроки и последствия постковидного синдрома
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
392,"Врачи назвали сроки и последствия постковидного синдрома
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
393,"Врачи назвали сроки и последствия постковидного синдрома
",ProductSentiRus,142,0,0.0,142,100.0
394,"Врачи назвали сроки и последствия постковидного синдрома
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
395,"Врачи назвали сроки и последствия постковидного синдрома
",SentiRusColl,142,0,0.0,142,100.0
396,"Власти Ставрополья пообещали штрафы за игнорирование системы QR-кодов
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
397,"Власти Ставрополья пообещали штрафы за игнорирование системы QR-кодов
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
398,"Власти Ставрополья пообещали штрафы за игнорирование системы QR-кодов
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
399,"Власти Ставрополья пообещали штрафы за игнорирование системы QR-кодов
",ProductSentiRus,142,0,0.0,142,100.0
400,"Власти Ставрополья пообещали штрафы за игнорирование системы QR-кодов
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
401,"Власти Ставрополья пообещали штрафы за игнорирование системы QR-кодов
",SentiRusColl,142,0,0.0,142,100.0
402,"Путин дал Эрдогану совет о ревакцинации от COVID. Видео
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
403,"Путин дал Эрдогану совет о ревакцинации от COVID. Видео
",EmoLex,142,28,19.718309859154928,114,80.28169014084507
404,"Путин дал Эрдогану совет о ревакцинации от COVID. Видео
",LinisCrowd,142,5,3.5211267605633805,137,96.47887323943662
405,"Путин дал Эрдогану совет о ревакцинации от COVID. Видео
",ProductSentiRus,142,0,0.0,142,100.0
406,"Путин дал Эрдогану совет о ревакцинации от COVID. Видео
",RuSentiLex,142,8,5.633802816901409,134,94.36619718309859
407,"Путин дал Эрдогану совет о ревакцинации от COVID. Видео
",SentiRusColl,142,0,0.0,142,100.0
408,"Путин рассказал о заболевших COVID в своем окружении
",ChenSkiena,142,39,27.464788732394368,103,72.53521126760563
