lemma;sentiment
отдельный;0
отслойка;-1
подробно;0
Детали;0
задерживать;-1
задержанный;-1
обнаружить;1
обнаруживаемый;0
обнаружение;1
детектив;0
детектор;0
задержание;-1
отпугивать;0
моющее средство;0
ухудшать;-1
ухудшилось;-1
ухудшение;-1
определяемая;0
NO TRANSLATION;0
определение;1
определенный;1
ненавидеть;-1
детонировать;-1
детонация;0
объезд;0
умалять;-1
ущерб;-1
вредный;-1
детрит;-1
двойка;0
опустошать;-1
разрушительный;-1
опустошение;-1
развивать;1
развивающийся;0
развитие;0
отклоняться;0
отклоняющийся;0
отклонение;0
устройство;0
дьявол;-1
дьявольский;-1
окольный;-1
разрабатывать;0
лишенный;0
деволюция;-1
передавать;0
посвятить;0
приверженец;0
набожный;1
пожирать;-1
благочестивый;1
роса;0
правый;0
ловкость;1
декстроза;0
дьявольский;-1
диагностика;-1
диагностика;0
диагностика;0
диаграмма;0
набирать номер;0
диалект;0
диалектический;0
диалог;0
диаметр;0
бриллиант;1
бриллианты;0
подгузник;0
диафрагма;0
понос;0
дневник;1
диатриба;-1
игральная кость;0
дихотомический;0
дихотомия;0
диктовать;0
диктант;0
диктатор;-1
диктаторский;-1
диктатура;-1
дикция;0
Словарь;1
NO TRANSLATION;0
дидактический;1
NO TRANSLATION;-1
диета;0
диетический;1
отличаться;0
разница;0
различия;0
дифференциал;0
дифференциация;0
иначе;0
отличаясь;0
сложно;0
сложности;-1
трудность;-1
диффузный;0
диффузия;0
NO TRANSLATION;0
дайджест;0
пищеварение;0
цифра;0
величавый;1
достоинство;1
отступать;-1
выкапывает;0
дамба;0
полуразрушенный;-1
расширение;0
расширение;0
дилемма;0
старательность;1
прилежный;0
разбавитель;0
разбавлять;-1
разбавленный;0
разведение;0
дайм;0
измерение;0
уменьшить;-1
уменьшенный;-1
убывание;0
крохотный;0
NO TRANSLATION;-1
обедать;0
обедающий;0
ужин;1
динозавр;0
NO TRANSLATION;0
епархиальный;0
епархия;0
диорама;0
падение;0
диплом;0
дипломатия;1
дипломат;0
дипломатичный;1
NO TRANSLATION;-1
направленный;0
направление;0
непосредственно;0
директор;1
каталог;0
грязь;-1
грязный;-1
инвалидность;-1
запрещать;-1
отключен;-1
недостаток;0
недружелюбный;-1
не соглашаться;-1
противный;0
несогласия;-1
разногласие;-1
запрещать;0
запрещено;-1
исчезать;0
исчезновение;0
исчезающий;0
разочаровывать;-1
разочарованный;-1
разочаровывающий;-1
разочарование;-1
неодобрение;-1
не одобрять;-1
отклоненные;-1
неодобрительный;-1
разоружаться;0
разоблачать;0
катастрофа;-1
гибельный;-1
расформировывать;0
неверие;0
не верить;-1
проплачивать;0
выплаты;0
диск;0
отбрасываются;0
выброс рыбы;-1
усмотреть;0
различимый;0
проницательный;0
проницательность;0
разряд;-1
ученик;0
дисциплина;-1
отказываться;-1
отказ;0
раскрывать;0
раскрытый;0
раскрытие;0
обесцвечивание;-1
обесцвеченными;-1
дискомфорт;-1
Отключить;-1
отсоединены;-1
отключение;-1
недовольство;-1
прекращение;0
прекращать;-1
разрыв;-1
прерывистый;0
диссонанс;-1
скидка;0
со скидкой;0
отговаривать;-1
обескураженный;0
уныние;-1
речь;0
обнаружить;0
открытие;1
дискредитировать;-1
NO TRANSLATION;1
несоответствие;0
дискретный;0
осмотрительность;1
дискреционный;1
дискриминировать;-1
разборчивый;-1
дискриминация;-1
метание диска;0
обсуждать;0
обсуждение;1
презирать;-1
болезнь;-1
заболевший;-1
бестелесный;-1
выключать;0
расцепление;-1
изуродованный;-1
бесчестие;-1
NO TRANSLATION;-1
позорный;-1
раздраженный;-1
маскировать;0
замаскированный;0
отвращение;-1
отвратительный;-1
блюдо;0
обескуражена;-1
обескураживает;-1
нечестный;-1
нечестность;-1
бесчестие;-1
разочарованность;-1
дезинфицировать;0
дезинфицирующее средство;0
дезинфекция;1
дезинформация;-1
лицемерный;-1
распадаться;-1
дезинтеграция;-1
бескорыстный;-1
непересекающиеся;0
расчлененный;0
разъединяющий;0
диск;0
дискета;0
нелюбовь;-1
нелюбимое;-1
дислоцированный;-1
вывих;0
вытеснять;0
гнетущий;-1
испуг;-1
расчленение;-1
отклонять;0
увольнение;-1
спешиться;0
непослушание;-1
непослушный;-1
не слушаться;-1
расстройство;-1
беспорядочный;-1
дезорганизованный;-1
принижать;-1
пренебрежительный;-1
несоизмеримый;0
несоответствие;-1
бесстрастный;-1
отправка;0
рассеять;-1
разрешение;0
распределять;0
рассеивать;0
рассеянный;0
дисперсия;-1
вытеснять;-1
перемещенных;0
смещение;0
дисплей;0
недовольный;-1
неудовольствие;-1
удаление;-1
располагать;0
расположенный;1
расположение;0
обездоленные;-1
опровергать;0
спор;-1
дисквалификация;-1
дисквалифицированный;-1
дисквалифицировать;-1
невнимание;-1
игнорируются;-1
постыдный;-1
дурная слава;0
неуважение;-1
непочтительный;-1
нарушение;-1
неудовлетворенность;-1
неудовлетворенный;0
рассекать;0
рассечение;0
распространять;1
распространение;0
разногласие;-1
разногласие;0
отколовшийся;-1
диссертация;0
вред;-1
диссидент;-1
непохожий;0
рассеивать;0
рассеянный;0
диссоциация;0
растворение;-1
растворяться;0
диссонанс;-1
разубеждать;0
дистальный;0
расстояние;0
отдаленный;0
отвращение;-1
неприятный;-1
дистиллят;0
дистилляция;1
различие;1
отличительный;0
выделить;0
различимый;0
выдающийся;0
отличительная;0
искаженный;-1
искажение;-1
отвлекать;-1
отвлекается;-1
отвлекающий;-1
отвлечение;-1
обезумевший;-1
бедствие;-1
бедственном;-1
огорчительный;-1
распространять;0
распределение;0
район;0
недоверие;-1
нарушение;-1
нарушенный;-1
неиспользование;-1
вышедший из употребления;-1
ров;0
то же самое;0
песенка;1
суточный;0
NO TRANSLATION;0
погружение;0
водолаз;0
расходиться;0
дивергенция;0
расходящийся;-1
отклонение;0
различный;0
разнообразный;0
многоотраслевой;1
диверсифицировать;0
отвлечение;1
разнообразие;0
переадресовывать;0
отвлечения;0
лишать;0
лишается;-1
лишение прав;-1
делить;0
разделенный;0
дивиденд;0
гадание;0
божественный;0
божественность;1
делимый;0
деление;0
делитель;0
развод;-1
разглашать;0
головокружение;-1
голова кружится;-1
послушный;0
док;0
состыковался;-1
наклеивать этикетки;0
врач;1
доктринальное;0
учение;0
документ;0
документальный;0
изворачиваться;0
уклонение;0
лань;0
деятель;1
собака;0
упрямый;1
догма;0
догматический;0
дела;0
NO TRANSLATION;-1
дурное настроение;-1
пособие по безработице;-1
кукла;0
доллар;0
NO TRANSLATION;-1
дельфин;1
домен;0
купол;0
внутренний;0
прирученный;0
приручение;0
домицилий;0
домицилированный;0
господство;0
доминирующий;-1
доминировать;0
доминирующий;0
доминирование;-1
владычество;0
домино;0
дон;1
пожертвование;1
осел;-1
донор;0
болван;-1
гибель;-1
обреченный;-1
конец света;-1
дверь;0
дверной звонок;0
дверной проем;0
бездействующий;0
общежитие;0
спинной;0
дозировать;0
точка;0
двойной;0
двойной;0
дуплет;0
удвоение;0
сомнение;-1
сомнительный;-1
сомневающийся;-1
несомненно;1
душ;-1
тесто;0
пончик;0
непреклонный;-1
голубь;1
удрученный;0
ниспровержение;-1
вниз;0
ливень;0
совершенно;0
пуховый;1
приданое;0
дремать;0
дюжина;0
однообразный;-1
проект;0
бремя;0
Дракон;0
истощать;0
дренаж;-1
осушенных;0
селезень;0
драма;0
драматичный;0
драпировка;0
драпировка;0
радикальный;0
проект;0
привлечь;0
недостаток;-1
выдвижной ящик;0
подштанники;0
Рисование;0
страшиться;-1
ужасный;-1
ужасно;-1
мечта;0
мечтатель;0
сновидение;0
мечтательный;0
тоскливый;-1
драга;0
промокший;0
костюмер;0
NO TRANSLATION;0
высушенный;0
NO TRANSLATION;0
дрейф;0
дрейфовали;0
дрель;0
напиток;0
питьевой;-1
капельный;0
капающий;0
бессмыслица;-1
Водитель;0
дорога;0
изморось;0
чудной;0
трутень;-1
сочиться;0
изнеможенный;-1
падение;0
капелька;0
засуха;-1
NO TRANSLATION;0
тонуть;-1
сонливость;-1
сонный;0
нудная работа;-1
лекарственное средство;0
под воздействием наркотиков;0
аптека;0
друид;0
барабан;0
ударник;0
барабанил;0
пьяный;-1
пьянство;-1
сухой;0
сухость;0
двойной;0
дуализм;0
двойственность;0
ровнять;0
сомнительный;-1
погружение в воду;0
проток;0
пластичный;0
лохмотья;0
в связи;0
поединок;0
сборы;0
дуэт;1
землянка;0
герцог;1
скучный;-1
тупой;-1
фиктивный;-1
свалка;0
отвалы;-1
надоедать;-1
дюна;0
NO TRANSLATION;0
подземелье;-1
дуэт;0
простофиля;-1
дуплекс;0
дублировать;0
дублирование;0
двуличность;-1
долговечность;1
прочный;1
продолжительность;0
принуждение;-1
смеркаться;0
сумеречный;0
пыли;-1
пыльник;0
пыльный;0
покорный;1
карликовый;0
карликовый;-1
обитать;0
обитатель;0
жилье;0
краситель;0
умирающий;-1
дамба;0
динамический;0
динамический;0
динамика;0
динамит;0
династия;0
дизентерия;-1
диспепсия;0
нетерпеливый;1
рвение;1
орел;0
ухо;0
граф;1
ранее;0
рано;0
зарабатывать;1
ревностный;1
серьезно;1
серьезность;1
прибыль;0
серьга;0
предел слышимости;0
Земля;0
глиняная посуда;0
земной;0
землетрясение;-1
землистый;0
легкость;1
мольберт;0
сервитут;1
без труда;0
легко;0
NO TRANSLATION;1
есть;1
принимать пищу;0
подслушивание;-1
отлив;0
черное дерево;0
эксцентричный;0
эксцентричность;0
церковный;0
эхо;0
эклектический;0
затмение;0
эклиптика;0
экономный;0
экономика;0
экономика;0
экстаз;1
экстатический;1
экуменический;0
Эдди;0
край;0
окантовка;0
съедобный;0
эдикт;-1
назидание;1
здание;0
редактировать;0
издание;0
редактор;0
редакционный;0
воспитывать;1
образованный;1
образование;0
образования;1
угорь;0
эффект;0
эффективный;1
последствия;0
эффективный;0
действенно;0
приводить в исполнение;0
женоподобный;-1
эффективный;0
эффективность;1
эффективность;1
эффективное;1
изображение;0
усилие;1
выпот;0
яйцо;0
эго;0
самовлюбленный;-1
вопиющий;-1
выход;0
восьмой;0
восемьдесят;0
эякулят;0
эякуляция;1
выталкивать;-1
выбрасывание;-1
разрабатывать;0
разработка;1
NO TRANSLATION;0
NO TRANSLATION;0
истекшее;0
эластичный;0
эластичность;0
ликующий;1
локоть;0
старость;0
старший;1
престарелые;0
старейшины;1
самый старший;0
избранные;1
выборы;0
избиратель;0
электорат;0
электрический;1
электричество;1
элегантность;1
элегантный;1
элемент;0
элементарный;0
элементы;0
слон;0
возвысить;0
высота;1
лифт;0
11;0
одиннадцатый;0
эльф;0
вызывать;0
право;1
устранение;-1
элита;1
лось;0
флигель;0
эллипс;0
эллипсис;0
эллипсоид;0
эллиптический;0
эллиптический;0
вытянутый;0
удлинение;0
красноречие;1
красноречивый;1
разъяснять;1
разъяснение;0
ускользать;0
неуловимый;-1
истощенный;-1
исходить;0
эмансипация;1
насыпь;0
NO TRANSLATION;-1
начинать;0
смущать;-1
затруднительный;-1
конфуз;-1
посольство;0
встраивать;0
приукрашивать;0
приукрашивание;0
угольки;0
растрата;-1
герб;0
эмблематический;0
воплощение;0
эмболия;-1
тисненая;0
охватывать;1
вышитый;0
вышивка;0
втянутым;-1
эмбрион;0
эмбриональный;0
изумруд;0
всплывать;0
появление;0
крайняя необходимость;-1
заслуженный;1
эмигрировать;0
эмиграция;0
высокопреосвященство;1
выдающийся;1
в высшей степени;1
NO TRANSLATION;1
излучение;0
испускают;0
эмоция;0
эмоциональный;0
волнующий;0
сопереживание;1
император;0
акцент;0
подчеркивать;0
выразительный;0
империя;0
эмпирический;0
эмпиризм;0
использовать;0
работодатель;0
занятость;0
торговый центр;0
уполномочивать;1
императрица;0
пустота;0
Преимущественное;0
пустой;0
подражать;1
эмульсия;0
включить;1
Enablement;1
предписывать;0
принятие;0
эмаль;0
лагерь;0
очаровывать;1
зачарованный;1
феерический;1
колдовство;0
окружать;0
окружение;0
анклав;-1
окружать;0
шифровать;0
охватывать;0
NO TRANSLATION;1
столкновение;0
поощрять;1
поощрение;1
посягать;0
посягательство;-1
шифровать;0
обременение;-1
энциклопедия;1
конец;0
подвергать опасности;-1
находящихся под угрозой исчезновения;-1
прилагать усилия;1
закончился;0
эндемический;-1
окончание;0
бесконечный;0
эндокардит;0
поддержка;0
наделять;1
наделенный;1
дарование;1
форзацы;0
конечная точка;0
выносливость;1
терпеть;1
клизма;0
враг;-1
энергичный;1
энергия;0
обеспечивать соблюдение;0
правоприменение;-1
заниматься;0
занято;1
помолвка;0
обаятельный;1
зародить;0
двигатель;0
инженер;0
инжиниринг;0
гравировать;0
выгравирован;0
гравер;0
гравюра;0
поглощенный;0
всепоглощающий;0
поглощать;0
усилить;1
загадка;0
загадочный;-1
предписывать;0
наслаждаться;1
наслаждаясь;1
увеличенный;0
укрупнение;0
просветить;1
просветление;1
завербоваться;0
оживлять;1
враждебность;-1
чудовищность;0
огромный;0
чрезвычайно;0
обогащать;1
зачислять;0
ансамбль;1
прапорщик;1
порабощать;-1
порабощенный;-1
порабощение;-1
вытекать;0
обеспечивать;0
влечь за собой;0
запутанный;-1
запутывание;-1
войти;0
предприятие;0
предприимчивый;1
развлекать;1
развлекаться;1
развлекательный;1
развлекательная программа;1
энтузиазм;1
энтузиаст;1
соблазнять;0
все;0
цельность;0
давать право;0
организация;0
энтомология;0
внутренности;-1
вход;0
упросить;0
основное блюдо;0
предприниматель;0
вверять;0
запись;0
перечислять;0
перечисление;0
конверт;0
завистливый;-1
NO TRANSLATION;1
Окружающая среда;0
пригороды;0
воображать;0
эмиссар;0
эфемерный;0
эфемерид;1
эпический;1
эпидемия;-1
эпидермис;0
эпилепсия;-1
эпилог;0
епископский;0
эпизод;0
эпизодический;0
послание;0
эпитафия;0
эпитет;0
олицетворение;1
эпоха;0
равный;0
равенство;1
уравнивание;0
уравнять;0
в равной степени;1
приравнивать;0
уравнение;0
экватор;0
экваториальный;0
наездник;0
эквидистантный;0
уравновешивание;0
равновесие;1
оборудовать;0
оборудование;0
равноправный;0
капитал;1
эквивалентность;0
эквивалент;0
сомнительный;0
эпоха;0
искоренять;-1
искоренение;-1
стирать;-1
подчистка;0
NO TRANSLATION;0
воздвигать;0
монтаж;0
NO TRANSLATION;0
разъедать;0
эрозия;-1
эротический;0
заблуждаться;-1
поручение;1
блуждающий;-1
неустойчивый;-1
опечатка;-1
ошибочный;-1
ошибка;-1
NO TRANSLATION;0
эрудированный;1
прорезываться;-1
извержение;-1
эскалада;0
обострять;-1
эскалатор;0
побег;0
спасся;0
откос;0
сторониться;-1
эскорт;0
тайный;0
NO TRANSLATION;0
шпионаж;-1
поддерживать;0
остроумие;1
сочинение;0
эссеист;0
сущность;0
существенный;1
по существу;0
установить;0
установленный;1
создание;0
имущество;0
почитать;1
эстетический;1
оценить;0
оценка;0
процессуальный отвод;0
раздельно проживающий;-1
эстроген;0
устье реки;0
травление;0
травление;0
вечный;0
вечность;0
спирт этиловый;0
эфир;0
эфирный;0
этический;1
этика;1
этнография;0
этиология;0
этикет;0
этимология;0
перехитрить;0
евгеника;0
панегирик;0
эвфемизм;0
эвтаназия;-1
эвакуировать;-1
эвакуация;-1
уклоняться;-1
оценивать;0
эфемерность;0
евангельский;0
евангелист;0
евангелистский;0
испарение;0
уклонение;-1
канун;0
вечер;0
мероприятие;0
богатый событиями;0
возможный;0
случайность;0
вечнозеленый;1
вечный;1
навсегда;0
каждый день;0
выселять;-1
выселение;-1
доказательства;0
очевидный;1
зло;-1
вызывать;0
эволюция;1
эволюционировать;0
овца;0
обострять;-1
обострение;-1
требовательный;-1
преувеличивать;-1
преувеличенный;-1
преувеличение;0
сгущать;1
экзальтация;1
возвышенный;1
экзамен;0
экспертиза;-1
исследовать;0
экзаменатор;0
озлобление;-1
рыть;0
земляные работы;-1
экскаватор;0
превышать;1
превышение;0
превосходить;1
превосходство;1
отлично;1
NO TRANSLATION;0
исключение;0
выдержка;0
избыток;-1
чрезмерное;0
чрезмерно;0
обмен;1
акцизный;-1
иссечение;0
возбудимость;0
возбудимый;1
возбуждение;1
возбуждать;1
в восторге;1
волнение;1
захватывающе;1
восклицать;0
Исключенный;-1
без учета;-1
исключение;-1
экскременты;-1
экскреция;0
мучительный;-1
экскурсия;0
оправдание;-1
выполнять;0
выполнение;-1
палач;-1
должностное лицо;0
исполнитель;0
экзегеза;0
образец;0
образцовый;1
служить примером;0
освобожденный;0
освобождение;1
упражнение;0
напрягать;0
напряжение;0
выдыхать;0
выпускной;-1
измученный;-1
истощение;-1
исчерпывающий;0
экспонат;0
выставка;0
веселость;1
увещевать;1
увещевание;1
NO TRANSLATION;-1
ссыльный;-1
существовать;0
существование;1
существующий;0
существующий;0
Выход;0
исход;0
непомерный;0
экзорсизм;-1
заклинатель;0
экзотический;1
расширять;0
расширенный;0
раздолье;0
расширение;0
экспансивный;0
эмигрант;-1
ожидать;1
ожидание;0
ожидающий;0
ожидание;1
ожидаемый;0
ожидая;0
целесообразность;0
целесообразный;1
ускорять;0
экспедиция;1
скорый;0
высылать;-1
расход;-1
расходы;0
затраты;-1
дорогая;0
опыт;0
опытный;1
опыт;0
эксперимент;0
экспериментальный;0
экспериментатор;0
эксперт;1
экспертиза;1
истечение;0
истекать;-1
истекший;-1
истечение;0
объяснять;1
объяснение;0
пояснительная;0
бранное слово;-1
экспликация;0
взрываться;-1
эксплуатировать;0
исследовать;0
исследователь;0
взрыв;-1
взрывной;-1
показатель степени;0
экспоненциальный;0
экспорт;0
экспортирование;0
разоблачать;0
подвергаются;-1
экспозиция;0
разъяснительный;0
воздействие;0
излагать;0
экспресс;0
выражение;0
выразительный;0
экспроприация;-1
высылка;-1
утонченный;1
изысканно;1
сохранившийся;0
простираться;1
расширяемый;0
расширенный;0
расширение;0
экстенсивный;1
степень;0
экстерьер;0
истреблять;-1
истребление;-1
внешний;0
внешне;0
потухший;-1
тушить;-1
дополнительный;1
экстракт;0
экстрагирование;0
добыча;0
экстрактор;0
выдача;0
внесудебный;-1
заочный;0
посторонний;0
необычайный;1
феерия;0
экстремальный;0
очень;0
оконечность;-1
выпутываться;1
внешний;0
экструзия;0
изобилие;1
проступать;0
глаз;0
монокль;0
ушко;0
окуляр;0
зрение;0
очевидец;0
басня;0
ткань;0
фабриковать;-1
изготовленный;0
изготовление;-1
фасад;0
лицо;0
фаска;0
NO TRANSLATION;0
содействовать;1
объект;0
облицовочный;0
факсимиле;0
факт;0
фракция;0
фактор;0
завод;0
факты;1
способности;0
факультет;1
прихоть;0
увядать;-1
утрачен;0
кал;-1
провал;-1
отказ;-1
NO TRANSLATION;1
обморок;-1
Справедливая;1
довольно;1
фарватер;0
фея;0
вера;1
верный;1
вероломный;-1
не настоящие;-1
падать;-1
ошибочный;-1
ошибочность;-1
ошибочный;-1
падение;-1
пар;-1
ложность;-1
ложно;-1
фальсификация;-1
фальсифицированный;0
фальсифицировать;-1
ложность;-1
спотыкаться;-1
известность;1
прославленный;0
знакомые;1
знакомство;1
ознакомиться;0
голод;-1
известный;1
лихо;1
поклонник;0
фанатик;-1
фанатизм;0
прихотливый;0
маскарадный;1
фанданго;0
фанфара;1
NO TRANSLATION;0
клыки;0
раздувание;0
фантазия;0
фантазия;0
фарс;-1
смехотворный;-1
плата за проезд;0
прощальный привет;0
ферма;0
фермер;0
дом;0
сельское хозяйство;0
фараон;0
дальше;0
фасция;0
очаровательный;1
очарование;1
мода;0
модный;1
скрепить;0
застежка;0
крепление;0
голодание;-1
жир;-1
фатальный;-1
фатальность;-1
судьба;-1
обреченный;0
отец;0
вникать;0
усталость;-1
усталый;-1
жирный;-1
придираться;-1
безошибочный;1
дефектный;-1
фауна;0
благоприятствовать;0
благоприятный;1
любимый;1
фаворитизм;1
желтовато-коричневый;-1
страх;-1
напуганный;-1
ужасно;-1
опасаясь;-1
бесстрашный;1
осуществимость;0
выполнимый;0
подвиг;1
перо;0
особенность;1
функции;0
лихорадочный;-1
фекальный;-1
фекалии;-1
плодовитость;0
федеральный;0
федерация;0
плата;-1
слабый;-1
корм;0
питатель;0
Чувствовать;0
чувство;0
ноги;0
притворный;-1
меткость;1
кошачий;0
упал;-1
человек;1
товарищество;1
панариций;-1
фелония;-1
почувствовал;0
женский пол;1
женский;0
женственность;0
феминистка;0
NO TRANSLATION;0
забор;0
огражденный;0
NO TRANSLATION;0
крыло;0
укроп;0
брожение;-1
ферментация;0
папоротник;0
свирепый;-1
свирепость;-1
паром;0
плодородный;1
удобрять;0
пылкий;0
горячность;1
фестиваль;1
праздничный;1
получать;0
NO TRANSLATION;1
фетиш;0
междоусобица;-1
феодальный;-1
феодализм;-1
лихорадка;0
лихорадочный;-1
NO TRANSLATION;0
фиаско;-1
указ;0
выдумка;-1
волокно;0
волокнистый;0
непостоянный;-1
фантастика;0
фиктивный;-1
играть на скрипке;0
обманщик;0
верность;1
доверенное лицо;0
поле;0
изверг;-1
свирепый;-1
фиеста;1
борьба;-1
истребитель;0
борьба;-1
фикция;0
изобразительный;0
фигура;0
статуэтка;0
нить;0
нитевидные;0
файл;0
пират;-1
филигрань;0
подача;0
стружка;0
заполнить;0
филе;0
заполнение;0
кобылица;0
фильм;0
NO TRANSLATION;0
фильтр;0
гадость;-1
отвратительный;-1
NO TRANSLATION;0
окончательный;0
финал;0
окончательность;0
в конце концов;1
финансы;0
финансовый;0
финансист;0
зяблик;0
найти;0
обнаружение;0
украшения;1
тонкость;1
Палец;0
отпечаток пальца;0
Конец;0
конечный;0
доносчик;0
Огонь;0
огнестрельное оружие;-1
огненный шар;1
Светляк;0
пожарник;0
камин;0
огнеупорный;1
домашний очаг;0
дрова;0
салют;0
обжиг;0
фирма;0
небесный свод;0
твердо;0
твердость;1
NO TRANSLATION;1
фискальный;0
рыба;0
рыбак;0
рыболовство;0
ловит рыбу;0
тусклый;0
расщепляющийся;0
расщепление;0
борозда;0
кулак;0
свищ;0
фитнес;0
припадки;-1
установлены;0
примерка;1
арматура;0
фиксировать;0
фиксация;0
исправлено;0
приспособление;1
арматура;0
шипение;0
дряблый;-1
вялый;-1
маркировки;-1
вопиющий;-1
флагман;0
расслаиваться;-1
хлопьевидный;0
пламя;0
пламенный;0
фланец;0
фланговый;0
в окружении;0
фланговые;0
фланель;0
створка;-1
хлопающий;0
вспышка;0
развальцовка;0
вспышка;0
ретроспекция;0
мигающий;0
фонарик;0
кричащий;0
колба;0
квартира;0
ровность;0
расплющить;0
лестный;1
лесть;0
метеоризм;-1
выставлять напоказ;-1
аромат;0
изъян;-1
блоха;-1
бежал;0
NO TRANSLATION;-1
руно;-1
флот;1
скоротечный;0
плоть;0
мясистый;-1
сгибать;0
гибкость;1
гибкий;0
сгибание;0
NO TRANSLATION;0
мерцающий;0
листовка;0
рейс;0
вздрогнуть;-1
брыкаться;0
кремень;0
флиппер;0
флиртовать;0
заигрывание;0
поплавок;0
стадо;0
сечь;-1
наводнение;0
пол;0
провал;-1
Флора;0
цветочный;1
флорист;0
зубочистка;0
камбала;-1
мука;0
течь;1
цветение;0
цветистый;1
грипп;-1
колебаться;0
колеблющийся;0
флуктуация;-1
дымоход;0
Беглость;0
пушок;0
пушистый;0
жидкость;0
жидкотекучесть;0
счастливая случайность;0
флуоресценция;0
флуоресцентный;0
суматоха;0
промывать;1
возбужденный;0
флейта;0
рифленый;0
речной;0
флюс;0
летать;0
листовка;0
летающий;1
маховик;0
жеребенок;0
пена;0
вспенивание;0
пенистый;0
надувать;0
очаговый;0
фокус;1
фураж;0
недоброжелатель;-1
туман;0
туманный;0
фольга;0
украшенный лиственный орнамент;-1
складка;0
сложенный;0
листва;0
фолио;0
люди;0
фольклор;0
фолликул;0
фолликулярный;0
следовать;0
последователь;0
безрассудство;-1
любимец;0
любовь;1
шрифт;0
питание;1
дурачить;-1
дезориентация;0
глупый;-1
безрассудство;-1
фут;0
футбол;1
пешеходный мост;0
опора;0
пешеходная дорожка;0
след;0
фат;0
фураж;-1
набег;-1
воздержанность;1
запретить;-1
запрещающее;-1
сила;-1
принудительный;-1
щипцы;0
принудительно;-1
брод;0
носовой;1
предплечье;0
предчувствие;-1
прогноз;0
предсказатель;0
предрешать;-1
предки;1
указательный палец;0
предшествовать;-1
вышеупомянутый;1
предопределен;0
передний план;0
лоб;0
иностранные;-1
иностранец;-1
мастер;1
судебный;0
предвестник;1
предвидеть;1
предвиденный;1
предвидение;1
лес;0
предусмотрительность;0
предупрежден;-1
предисловие;0
утрачивать;-1
утраченный;-1
конфискация;-1
ковать;1
подлог;-1
забывать;-1
забывчивый;0
забывчивость;0
прощать;1
прощенный;1
всепрощающий;1
забытый;-1
вилка;0
раздвоенный;0
разветвление;0
покинутый;-1
форма;0
формализм;0
формальность;0
образование;0
созидательный;1
сформированный;0
грозный;0
формирование;0
бесформенный;-1
формула;1
фармакологический справочник;0
формулировать;0
блуд;-1
оставлять;-1
покинутый;-1
поверь;0
форт;0
NO TRANSLATION;1
предстоящий;1
немедленно;0
фортификация;0
укреплять;1
сила духа;1
двухнедельный;0
крепость;1
случайный;0
удачливый;1
состояние;1
сорок;0
Форум;0
вперед;1
ископаемое;0
ископаемые;0
фол;-1
найденный;1
Фонд;1
основатель;0
Литейный завод;0
фонтан;0
вчетверо;0
четвертый;0
домашняя птица;0
лиса;0
лисий;0
доля;0
дробный;0
перелом;-1
хрупкое;-1
хрупкость;0
фрагмент;0
фрагментарный;0
аромат;0
душистый;1
хрупкость;-1
фреймворк;0
франшиза;0
откровенный;1
откровенность;1
неистовый;-1
братский;1
братство;0
мошенничество;-1
мошеннический;-1
чреватый;-1
изнашиваться;-1
изношен;-1
урод;0
капризный;-1
свобода;1
фригольд;0
внештатно;0
свободно;1
Автострада;0
замерзать;0
морозилка;0
заморозка;-1
грузовой;0
неистовый;-1
взбешенный;-1
неистовство;-1
частота;0
частый;0
часто;0
фреска;0
первокурсник;0
размывать;-1
трение;0
друг;1
дружелюбие;1
дружелюбный;1
дружба;1
фрегат;0
испуг;-1
стращать;-1
испуганный;-1
ужасный;-1
фригидный;-1
бахрома;0
бахромой;0
резвый;1
легкомысленный;-1
платье;0
лягушка;0
резвость;1
фронт;0
палисадник;0
лобовой;0
граница;0
противостоя;0
фронтиспис;0
мороз;0
отмороженное место;-1
матовый;0
морозный;0
пена;-1
пенистый;0
нахмуриться;-1
угрожающий;-1
замороженный;0
скудный;1
фрукты;0
плодотворный;1
осуществление;0
бесплодный;-1
срывать;-1
несостоявшийся;-1
разочарование;-1
жарить;0
помадка;-1
топливо;0
беглец;-1
точка опоры;0
выполнять;1
выполнение;1
полный;1
полнота;0
в полной мере;1
шарить;-1
дымить;-1
окуривание;0
дымящей;-1
весело;1
функция;0
функциональная;0
фонд;0
фундаментальный;1
в корне;0
фонды;0
похороны;0
грибок;-1
испуг;-1
воронка;0
мех;0
яростный;-1
бешено;0
отпуск;0
печь;0
отделка;0
мебель;0
фурор;-1
борозда;0
способствование осуществлению;0
неистовство;-1
предохранитель;1
слияние;1
суетиться;-1
суетливый;-1
бесполезный;-1
бесполезность;-1
будущее;0
пушинка;0
нечеткий;0
простофиля;-1
кляп;-1
измерительный прибор;0
гоготание;0
усиление;1
доходный;0
получение;1
походка;0
гала;0
галактика;0
штормить;0
желчь;-1
галантный;1
галантность;1
галерея;0
камбуз;0
галопом;0
быстрорастущий;0
виселица;-1
в изобилии;1
гальванический;0
авантюра;-1
азартный игрок;-1
игорный;-1
игра;0
азартные игры;0
окорок;0
гамма;0
гусак;0
банда;-1
тюремное заключение;-1
разрыв;-1
зевать;0
зияющие;0
гараж;0
одеяние;0
мусор;-1
искаженный;0
сад;1
садовник;0
садоводство;0
показной;-1
чеснок;0
одежда;0
запасать;0
гранат;1
гарнир;-1
гарнизон;1
подвязка;0
газ;0
газообразный;0
запил;-1
газификация;0
бензин;0
